PCA9535A     ; IO-extender     ; 0100111 ; 0x27 ; http://www.nxp.com/documents/data_sheet/PCA9535A.pdf
LIS3DH       ; Accelerometer   ; 0011000 ; 0x18 ; http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00274221.pdf
MPU-9150     ; Motion tracking ; 1101000 ; 0x68 ; http://www.invensense.com/mems/gyro/documents/PS-MPU-9150A-00v4_3.pdf
                                                  http://www.invensense.com/mems/gyro/documents/RM-MPU-9150A-00v4_2.pdf
MCP9808      ; Temp            ; 0011011 ; 0x1b ; http://ww1.microchip.com/downloads/en/DeviceDoc/25095A.pdf
MAX44009EDT+ ; Ambient light   ; 1001010 ; 0x4a ; http://datasheets.maximintegrated.com/en/ds/MAX44009.pdf
LPS25H       ; Pressure        ; 1011100 ; 0x5c ; http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/DM00066332.pdf
